# This file contains frame data, the format is:
# first_element width height flags next
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
3822 23 17 0 2035
3822 23 17 0 1310
3822 23 17 0 1311
10421 23 14 0 8602
3827 31 13 19 1317
3831 31 14 20 1316
3835 31 15 18 2033
3831 31 14 20 1315
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
3954 30 35 256 1325
3963 31 33 0 1331
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
3839 31 15 256 1330
3971 31 35 0 1744
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
3988 64 90 256 1374
0 0 0 0 0
0 0 0 0 0
3990 64 90 277 1377
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
3994 64 90 277 1382
0 0 0 0 0
0 0 0 0 0
3992 64 90 256 1385
3996 64 90 256 1386
0 0 0 0 0
0 0 0 0 0
3998 64 90 277 1389
0 0 0 0 0
0 0 0 0 0
4000 64 90 256 1392
0 0 0 0 0
0 0 0 0 0
4002 64 90 277 1395
4004 32 56 256 1396
4005 32 82 256 1398
4008 32 87 0 1743
4017 32 51 256 1399
4019 32 69 256 8754
4018 32 46 256 1401
4029 32 67 256 1405
4023 32 71 0 8753
4027 32 25 256 1404
4031 32 72 0 1406
4033 32 69 0 1407
4035 32 64 0 1402
4037 32 24 256 1408
4028 32 33 256 1409
4775 85 51 256 2036
4775 85 51 0 1412
4779 85 51 0 1413
4779 85 51 0 1707
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
4046 64 111 256 1421
4050 64 121 0 1613
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
4144 32 32 256 1450
0 0 0 0 0
0 0 0 0 0
4145 32 32 277 1453
0 0 0 0 0
0 0 0 0 0
4146 32 32 256 1456
0 0 0 0 0
0 0 0 0 0
4147 32 32 277 1459
0 0 0 0 0
0 0 0 0 0
4148 32 32 256 1462
0 0 0 0 0
0 0 0 0 0
4149 32 32 277 1465
0 0 0 0 0
0 0 0 0 0
4150 32 32 256 1468
0 0 0 0 0
0 0 0 0 0
4151 32 32 277 1471
0 0 0 0 0
0 0 0 0 0
4152 32 32 256 1474
0 0 0 0 0
0 0 0 0 0
4153 32 32 277 1477
0 0 0 0 0
0 0 0 0 0
4154 32 32 256 1480
0 0 0 0 0
0 0 0 0 0
4155 32 32 277 1483
0 0 0 0 0
0 0 0 0 0
4156 32 32 256 1486
0 0 0 0 0
0 0 0 0 0
4157 32 32 277 1489
0 0 0 0 0
0 0 0 0 0
4158 32 32 256 1492
0 0 0 0 0
0 0 0 0 0
4159 32 32 277 1495
0 0 0 0 0
0 0 0 0 0
4160 32 32 256 1498
0 0 0 0 0
0 0 0 0 0
4161 32 32 277 1501
0 0 0 0 0
0 0 0 0 0
4162 32 32 256 1504
0 0 0 0 0
0 0 0 0 0
4163 32 32 277 1507
0 0 0 0 0
0 0 0 0 0
4164 32 32 256 1510
0 0 0 0 0
0 0 0 0 0
4165 32 32 277 1513
0 0 0 0 0
0 0 0 0 0
4166 32 32 256 1516
0 0 0 0 0
0 0 0 0 0
4167 32 32 277 1519
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
4168 32 32 256 1534
0 0 0 0 0
0 0 0 0 0
4169 32 32 277 1537
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
4170 32 32 256 1546
0 0 0 0 0
0 0 0 0 0
4171 32 32 277 1549
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
4136 128 18 256 1572
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
4140 128 10 277 1609
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
4054 64 109 0 8714
4142 32 32 256 1614
4143 32 32 256 1615
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
4293 96 103 256 1629
4326 96 110 256 1632
4358 104 104 256 1635
4390 104 96 256 1638
4422 96 65 256 1625
4427 96 65 256 1626
4432 104 64 256 1627
4437 104 65 256 1628
4301 96 98 0 1630
4309 96 103 0 1631
4317 96 106 0 1621
4334 96 107 0 1633
4342 96 102 0 1634
4350 96 105 0 1622
4366 104 99 0 1636
4374 104 102 0 1637
4382 104 107 0 1623
4398 104 99 0 1639
4406 104 104 0 1640
4414 104 101 0 1624
4442 64 70 256 1641
0 0 0 0 0
4446 67 79 256 1665
4511 64 79 256 1644
4462 67 91 256 1668
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
4524 64 95 256 1674
4502 67 70 256 1650
4504 67 70 256 1651
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
4512 64 89 256 1671
4536 64 79 256 1661
4538 64 79 256 1662
0 0 0 0 0
0 0 0 0 0
4450 67 84 0 1666
4454 67 81 0 1667
4458 67 76 0 1643
4466 67 88 0 1669
4470 67 83 0 1670
4474 67 86 0 1645
4515 64 92 0 1672
4518 64 97 0 1673
4521 64 94 0 1660
4527 64 90 0 1675
4530 64 93 0 1676
4533 64 98 0 1649
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
4646 81 49 256 1683
4649 81 49 256 1684
4652 82 44 256 1685
4655 82 44 256 1686
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
4779 85 51 0 1410
4783 85 51 0 2037
4791 85 44 256 2041
4799 85 44 256 2046
4923 84 51 0 2345
0 0 0 0 0
4190 16 6 256 2019
4191 16 6 0 2020
4192 16 6 0 1716
4193 16 6 0 2022
4194 16 6 256 1717
4195 16 5 26 1719
4196 16 5 26 2016
4214 16 22 256 1721
4215 16 24 0 1722
4216 16 24 0 1723
4217 16 25 0 1720
4209 16 4 256 1725
4210 16 6 0 1726
4211 16 10 0 8945
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
4011 32 84 0 8752
3980 33 34 0 1324
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
4225 32 28 256 2308
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
4226 58 47 0 2309
4230 81 74 0 2306
4235 101 66 0 1749
4240 16 16 256 1769
4241 16 16 0 1770
4242 16 16 0 1771
4243 16 16 0 1772
4244 16 16 0 1773
4245 16 16 0 1774
4246 16 16 0 1775
4247 16 16 0 1776
4248 16 16 0 1777
4249 16 16 0 1778
4250 16 16 0 1779
4251 16 16 0 1780
4252 16 16 0 1781
4253 16 16 0 1782
4254 16 14 0 1768
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
4758 80 49 256 1820
4762 80 49 256 1821
4767 80 44 256 1822
4947 80 46 0 2386
0 0 0 0 0
4936 84 50 0 2054
0 0 0 0 0
4955 80 88 256 1874
0 0 0 0 0
4944 80 44 0 2056
4985 80 87 0 1878
5003 80 83 256 1836
5027 80 88 256 1833
5033 80 93 0 1834
5039 80 90 0 1835
5046 80 85 0 1832
5009 80 86 0 1837
5015 80 91 0 1838
5021 80 88 0 1831
4807 80 86 256 1840
4813 80 83 0 1841
4819 80 78 0 1842
4825 80 81 0 1839
4831 80 81 256 1844
4837 80 77 0 1845
4843 80 80 0 1846
4849 80 85 0 1843
4855 80 85 256 1848
4861 80 90 0 1849
4867 80 87 0 1850
4873 80 85 0 1847
4879 80 82 256 1852
4886 80 87 0 1853
4893 80 84 0 1854
4900 80 85 0 1851
0 0 0 0 0
4658 80 92 256 1857
4664 80 97 0 1858
4670 80 94 0 1881
0 0 0 0 0
4682 80 86 256 1861
4689 80 89 0 1862
4696 80 94 0 1882
0 0 0 0 0
4710 80 92 256 1865
4716 80 89 0 1866
4722 80 84 0 1883
0 0 0 0 0
4734 80 85 256 1869
4740 80 88 0 1870
4746 80 93 0 1884
5052 80 50 256 1871
5056 80 50 256 1872
4198 16 4 0 2244
4961 80 91 0 1875
4967 80 96 0 1876
4973 80 93 0 1827
4203 16 5 0 2164
4991 80 90 0 1879
4997 80 95 0 1917
0 0 0 0 0
4676 80 89 0 1856
4703 80 91 0 1860
4728 80 87 0 1864
4752 80 90 0 1868
4771 80 44 256 1885
5538 16 19 256 1886
5539 16 19 256 1887
5542 16 19 263 2279
0 0 0 0 0
5095 96 74 256 2315
0 0 0 0 0
5152 102 72 256 2321
5218 96 115 256 1896
5250 96 103 256 1900
5310 96 74 256 1895
5226 96 110 0 1897
5234 96 113 0 1898
5242 96 118 0 1893
5315 96 74 256 1899
5258 96 108 0 1901
5266 96 105 0 1903
5320 96 72 256 1902
5274 96 100 0 1894
0 0 0 0 0
5282 96 111 256 1908
5325 96 72 256 1906
0 0 0 0 0
5289 96 116 0 1909
5296 96 113 0 1910
5303 96 108 0 1905
0 0 0 0 0
0 0 0 0 0
5182 96 120 256 1914
5191 96 119 0 1915
5200 96 120 0 1916
5209 96 117 0 1913
4979 80 92 256 1830
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
5330 96 69 0 2429
5350 96 69 0 2434
5362 96 66 256 2421
5382 96 66 256 2425
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
4204 16 5 0 2010
4205 16 5 0 2161
4197 16 4 256 1873
4207 16 9 0 2165
4195 16 5 26 1718
4195 16 5 26 2013
4195 16 5 282 2014
4196 16 5 26 2017
4196 16 5 26 2018
4196 16 5 26 2015
4190 16 6 0 1714
4191 16 6 0 2021
4192 16 6 0 1715
4193 16 6 0 1713
4186 16 9 256 2273
4188 16 6 256 2276
4184 16 5 256 2270
4182 16 11 256 2267
4180 16 7 256 2264
4178 16 5 256 2261
4176 16 6 256 2258
4174 16 5 256 2255
3822 23 17 0 1312
4172 16 7 256 2252
3822 23 17 256 2031
3646 21 26 0 5229
3827 31 13 19 1314
4775 85 51 0 1411
4783 85 51 0 2038
4787 85 51 0 2039
4787 85 51 0 2040
4787 85 51 0 218
4791 85 44 0 2042
4791 85 44 0 2043
4795 85 44 0 2044
4795 85 44 0 2045
4795 85 44 0 1709
4799 85 44 0 2047
4799 85 44 0 2048
4803 85 44 0 2049
4803 85 44 0 2050
4803 85 44 0 1710
4923 84 51 256 1711
4928 84 50 0 2051
4931 84 51 256 2380
4936 84 50 0 2053
4939 80 46 256 2383
4944 80 44 0 2055
4947 80 46 256 1823
4952 80 44 0 2057
4255 114 88 256 2059
4257 118 75 256 2061
4259 110 61 0 2060
0 0 0 0 0
0 0 0 0 0
4275 118 75 256 2065
4277 110 61 0 2064
4261 110 61 256 2067
4263 118 75 0 2066
4265 114 88 256 2068
4267 118 75 256 2070
4269 110 61 0 2069
4273 118 75 0 2073
0 0 0 0 0
4271 110 61 256 2071
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
2120 32 30 0 2081
2126 32 30 0 2083
2120 32 30 256 2080
2126 32 30 0 2082
2132 20 32 0 2085
2138 19 32 0 2087
2132 20 32 256 2084
2138 19 32 0 2086
2144 29 30 256 2089
2144 29 30 0 2090
2150 29 30 0 2091
2150 29 30 0 2088
2156 30 31 0 2093
2161 32 31 0 2095
2156 30 31 256 2092
2161 32 31 0 2094
2166 28 30 256 2097
2166 28 30 0 2098
2171 29 30 0 2099
2171 29 30 0 2096
2176 20 31 256 2101
2182 20 31 0 2100
0 0 0 0 0
4540 64 79 256 2103
2187 31 30 0 2112
2192 30 30 0 2111
2198 32 31 256 2207
2203 34 31 0 2108
2203 34 31 0 2106
3037 33 30 256 2110
3043 30 29 0 2113
2187 31 30 256 2104
2192 30 30 0 2105
3048 32 29 0 2114
3054 34 29 0 2109
3060 20 31 256 2116
3066 20 31 0 2117
3072 19 31 0 2118
3078 19 32 0 2115
3084 29 30 256 2120
3090 28 29 0 2121
3095 28 29 0 2122
3101 30 29 0 2119
3107 32 31 256 2124
3113 33 30 0 2125
3119 30 31 0 2126
3125 31 30 0 2123
3131 28 30 256 2128
3137 28 29 0 2129
3142 26 31 0 2130
3148 28 29 0 2127
3154 20 30 256 2132
3159 20 29 0 2133
3164 19 32 0 2134
3170 20 29 0 2131
3175 32 30 256 2136
3181 31 29 0 2137
3186 31 31 0 2138
3192 33 29 0 2135
3198 37 30 256 2140
3204 38 29 0 2141
3210 35 30 0 2142
3216 36 29 0 2139
0 0 0 0 0
3651 21 26 0 2147
3656 25 28 0 2146
3661 25 28 0 2152
3651 21 26 0 2741
3666 20 25 0 2149
3671 20 25 0 2153
3676 21 28 0 2151
3681 21 28 0 2154
3661 25 28 0 2747
3671 20 25 0 2752
3681 21 28 0 2756
4907 80 49 256 2155
5064 80 44 256 2156
4203 16 5 256 2162
4204 16 5 0 2009
4911 80 49 256 2159
5060 80 44 256 2160
4205 16 5 0 2240
4203 16 5 0 1877
4919 80 44 256 2163
4204 16 5 0 2158
4208 16 9 0 2239
4207 16 9 256 2012
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
2198 32 31 0 2107
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
4915 80 44 256 2238
4208 16 9 0 2166
4205 16 5 0 2241
4206 16 5 0 2242
4206 16 5 0 2243
4206 16 5 0 2157
4199 16 4 0 2245
4200 16 4 0 2246
4201 16 4 0 2247
4202 16 4 0 2248
4201 16 4 0 2249
4200 16 4 0 2250
4199 16 4 0 2251
4198 16 4 0 2011
4172 16 7 0 2253
4173 16 7 0 2254
4173 16 7 0 2032
4174 16 5 0 2256
4175 16 5 0 2257
4175 16 5 0 2030
4176 16 6 0 2259
4177 16 6 0 2260
4177 16 6 0 2029
4178 16 5 0 2262
4179 16 5 0 2263
4179 16 5 0 2028
4180 16 7 0 2265
4181 16 7 0 2266
4181 16 7 0 2027
4182 16 11 0 2268
4183 16 11 0 2269
4183 16 11 0 2026
4184 16 5 0 2271
4185 16 5 0 2272
4185 16 5 0 2025
4186 16 9 0 2274
4187 16 9 0 2275
4187 16 9 0 2023
4188 16 6 0 2277
4189 16 6 0 2278
4189 16 6 0 2024
5543 16 19 0 2280
5544 16 19 0 2281
5545 16 19 0 1888
5546 16 19 263 2283
5547 16 19 0 2284
5548 16 19 0 2285
5549 16 19 0 2282
5550 16 19 256 2286
5551 16 19 256 2287
5552 35 63 256 2288
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
5563 32 42 256 2293
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
5554 32 78 256 2299
5556 33 92 0 2300
5559 32 80 0 2301
5561 32 75 0 2298
0 0 0 0 0
0 0 0 0 0
4226 58 47 0 1765
4230 81 74 0 1766
4235 101 66 0 2310
4225 32 28 0 2304
4225 32 28 0 2307
4230 81 74 0 2305
4235 101 66 0 1767
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
5102 96 74 0 2316
5108 98 74 0 2317
5115 96 74 0 1890
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
5160 96 72 0 2322
5166 102 72 0 2323
5174 102 72 0 1892
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
5122 103 72 256 2329
5130 96 72 0 2330
5136 103 72 0 2331
5144 103 72 0 2328
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
5068 96 74 256 2342
5075 96 74 0 2343
5081 96 74 0 2344
5088 98 74 0 2341
4928 84 50 0 2052
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
4444 64 71 256 2358
4443 64 70 256 2359
4445 64 71 256 2360
4478 64 80 256 2374
4490 64 77 256 2377
4510 64 79 256 2363
4506 64 71 256 2364
4508 64 71 256 2365
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
4481 64 85 0 2375
4484 64 82 0 2376
4487 64 77 0 2361
4493 64 80 0 2378
4496 64 85 0 2379
4499 64 82 0 2362
4931 84 51 0 1825
0 0 0 0 0
0 0 0 0 0
4939 80 46 0 1829
0 0 0 0 0
0 0 0 0 0
4952 80 44 0 2058
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
4279 101 66 256 2392
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
4284 96 66 256 2396
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
4288 104 64 256 2400
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
4290 104 64 256 2404
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
5402 96 113 256 2454
5430 96 111 256 2457
5462 96 99 256 2451
5490 96 90 256 2448
0 0 0 0 0
5334 96 69 0 2430
5338 96 69 0 2431
5342 96 69 0 2428
0 0 0 0 0
5346 96 69 0 2433
5354 96 69 0 2435
5358 96 69 0 2432
0 0 0 0 0
5362 96 66 0 2422
5367 96 66 0 2423
5367 96 66 0 2436
0 0 0 0 0
5382 96 66 0 2426
5387 96 66 0 2427
5387 96 66 0 2440
5330 96 69 256 1926
5334 96 69 0 2413
5338 96 69 0 2414
5342 96 69 0 2415
5346 96 69 256 2417
5350 96 69 0 1927
5354 96 69 0 2418
5358 96 69 0 2419
5372 96 66 0 2437
5372 96 66 0 2438
5377 96 66 0 2439
5377 96 66 0 1928
5392 96 66 0 2441
5392 96 66 0 2443
5397 96 66 0 1929
5397 96 66 0 2442
5518 96 69 256 2444
5523 96 69 256 2445
5528 96 64 256 2446
5533 96 63 256 2447
5497 96 93 0 2449
5504 96 98 0 2450
5511 96 95 0 2411
5469 96 104 0 2452
5476 96 101 0 2453
5483 96 96 0 2410
5409 96 118 0 2455
5416 96 115 0 2456
5423 96 110 0 2408
5438 96 106 0 2458
5446 96 109 0 2459
5454 96 114 0 2409
5566 16 22 256 2460
5567 18 55 256 2462
5569 17 57 0 2463
5571 17 57 0 2464
5573 17 54 0 2461
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
5716 16 10 256 2490
4541 64 79 256 2491
4542 65 97 256 2509
0 0 0 0 0
4562 65 91 256 2505
0 0 0 0 0
0 0 0 0 0
4614 64 99 256 2518
4590 64 97 256 2515
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
4582 65 79 256 2503
4585 65 79 256 2504
4567 65 94 0 2506
4572 65 99 0 2507
4577 65 96 0 2494
4588 64 83 256 2508
4547 65 100 0 2510
4552 65 97 0 2511
4557 65 96 0 2492
4589 64 83 256 2512
4638 64 83 256 2513
4642 64 83 256 2514
4596 64 92 0 2516
4602 64 95 0 2517
4608 64 100 0 2498
4620 64 100 0 2519
4626 64 100 0 2520
4632 64 97 0 2497
5565 16 25 256 2521
5575 64 80 256 2523
5575 64 80 0 2524
5575 64 80 0 2525
5576 64 80 0 2526
5578 64 80 0 2527
5576 64 80 0 2528
5575 64 80 0 2529
5575 64 80 0 2530
5575 64 80 0 2531
5575 64 80 0 2532
5580 64 80 0 2533
5582 64 80 0 2534
5584 65 80 0 2535
5584 65 80 0 2536
5584 65 80 0 2537
5584 65 80 0 2538
5584 65 80 0 2539
5584 65 80 0 2540
5584 65 80 0 2541
5584 65 80 0 2542
5586 70 80 0 2543
5589 67 80 0 2544
5592 65 80 0 2545
5595 67 80 0 2546
5598 70 80 0 2547
5598 70 80 0 2548
5598 70 80 0 2549
5584 65 80 0 2550
5584 65 80 0 2551
5598 70 80 0 2552
5598 70 80 0 2553
5598 70 80 0 2554
5598 70 80 0 2555
5598 70 80 0 2522
5624 64 80 256 2557
5626 64 80 0 2558
5628 64 80 0 2559
5630 64 80 0 2560
5624 64 80 0 2561
5626 64 80 0 2562
5628 64 80 0 2563
5630 64 80 0 2564
5624 64 80 0 2565
5626 64 80 0 2566
5628 64 80 0 2567
5630 64 80 0 2568
5630 64 80 0 2569
5630 64 80 0 2570
5630 64 80 0 2571
5632 64 80 0 2572
5633 65 80 0 2573
5636 64 80 0 2574
5641 64 80 0 2575
5647 64 80 0 2576
5654 64 80 0 2577
